19921023,534.41,577.52,524.07,559.73,114981,114178000.00
19921026,539.50,561.50,504.81,506.94,125657,125484000.00
19921027,465.75,506.28,448.28,450.28,141388,128776000.00
19921028,466.73,470.98,447.93,463.21,116311,103788000.00
19921029,468.72,484.51,455.22,484.25,124059,94125000.00
19921030,494.66,507.25,484.45,507.25,146510,129964000.00
19921102,471.18,508.81,465.55,477.61,126226,99006000.00
19921103,481.34,487.07,465.60,479.81,125543,90717000.00
19921104,474.82,481.60,465.09,469.90,128590,85452000.00
19921105,460.96,470.89,457.03,462.63,95464,72446000.00
19921106,460.54,468.59,455.73,457.05,73791,52648000.00
19921109,439.81,459.04,424.68,428.61,95622,71923000.00
19921110,404.49,428.34,391.17,400.53,124661,89992000.00
19921111,402.79,410.16,388.32,410.16,104914,70781000.00
